outcome_id,student_id,internship_id,application_status,application_date,selection_date,interview_rounds,final_decision,feedback_score,rejection_reason,success
OUT_007994,STU_01449,INT_00368,rejected,2025-09-23 02:44:48.397802,2025-10-05 02:44:48.397802,1,rejected,2.5,cultural fit,0
OUT_007995,STU_01973,INT_00140,rejected,2025-09-23 02:45:33.451400,2025-10-11 02:45:33.451400,0,rejected,2.4,position filled,0
OUT_007996,STU_02826,INT_00117,rejected,2025-09-23 02:45:04.992991,2025-10-09 02:45:04.992991,0,rejected,3.2,timing issues,0
OUT_007997,STU_02226,INT_00073,rejected,2025-09-23 02:48:59.032340,2025-09-29 02:48:59.032340,0,rejected,3.9,interview performance,0
OUT_007998,STU_01486,INT_00635,rejected,2025-09-23 02:49:22.010068,2025-10-01 02:49:22.010068,1,rejected,2.1,position filled,0
OUT_007999,STU_03179,INT_00554,rejected,2025-09-23 02:47:49.045783,2025-10-19 02:47:49.045783,0,rejected,2.6,skills mismatch,0
OUT_008000,STU_00236,INT_00345,rejected,2025-09-23 02:48:47.549601,2025-10-18 02:48:47.549601,2,rejected,3.9,insufficient experience,0
OUT_008001,STU_01849,INT_00419,rejected,2025-09-23 02:47:30.879369,2025-10-18 02:47:30.879369,1,rejected,2.6,academic performance,0
OUT_008002,STU_03204,INT_00953,rejected,2025-09-23 02:48:48.080910,2025-10-11 02:48:48.080910,2,rejected,3.4,technical skills gap,0
OUT_008003,STU_03189,INT_00595,rejected,2025-09-23 02:49:45.187342,2025-10-12 02:49:45.187342,0,rejected,3.4,technical skills gap,0
OUT_008004,STU_01597,INT_00964,rejected,2025-09-23 02:44:58.915704,2025-10-08 02:44:58.915704,2,rejected,2.9,position filled,0
OUT_008005,STU_00766,INT_00387,rejected,2025-09-23 02:48:47.891397,2025-10-03 02:48:47.891397,2,rejected,3.5,technical skills gap,0
OUT_008006,STU_00473,INT_00784,rejected,2025-09-23 02:46:47.079209,2025-09-28 02:46:47.079209,1,rejected,2.7,insufficient experience,0
OUT_008007,STU_02557,INT_00903,rejected,2025-09-23 02:50:21.240793,2025-10-20 02:50:21.240793,1,rejected,3.7,insufficient experience,0
OUT_008008,STU_01852,INT_00472,rejected,2025-09-23 02:47:04.523786,2025-10-19 02:47:04.523786,0,rejected,3.7,budget constraints,0
OUT_008009,STU_02872,INT_00717,rejected,2025-09-23 02:48:38.617554,2025-10-18 02:48:38.617554,1,rejected,2.8,position filled,0
OUT_008010,STU_04172,INT_00704,rejected,2025-09-23 02:46:02.548185,2025-09-29 02:46:02.548185,2,rejected,2.5,technical skills gap,0
OUT_008011,STU_03316,INT_00895,rejected,2025-09-23 02:44:53.838393,2025-10-01 02:44:53.838393,2,rejected,3.2,academic performance,0
OUT_008012,STU_00247,INT_00940,rejected,2025-09-23 02:47:54.004152,2025-09-26 02:47:54.004152,0,rejected,2.5,insufficient experience,0
OUT_008013,STU_04357,INT_00841,rejected,2025-09-23 02:47:45.963646,2025-10-07 02:47:45.963646,0,rejected,3.9,technical skills gap,0
OUT_008014,STU_00187,INT_00987,rejected,2025-09-23 02:44:51.184030,2025-10-07 02:44:51.184030,2,rejected,4.0,academic performance,0
OUT_008015,STU_01619,INT_00521,rejected,2025-09-23 02:47:20.362118,2025-10-05 02:47:20.362118,0,rejected,2.2,position filled,0
OUT_008016,STU_04756,INT_00364,rejected,2025-09-23 02:47:55.179414,2025-10-17 02:47:55.179414,2,rejected,2.9,technical skills gap,0
OUT_008017,STU_01641,INT_00582,rejected,2025-09-23 02:48:02.708539,2025-09-29 02:48:02.708539,2,rejected,3.5,technical skills gap,0
OUT_008018,STU_01161,INT_00059,rejected,2025-09-23 02:50:01.722959,2025-10-07 02:50:01.722959,2,rejected,4.0,academic performance,0
OUT_008019,STU_03076,INT_00332,rejected,2025-09-23 02:46:08.764611,2025-10-17 02:46:08.764611,2,rejected,2.5,academic performance,0
OUT_008020,STU_01348,INT_00567,rejected,2025-09-23 02:45:32.546746,2025-10-09 02:45:32.546746,1,rejected,3.0,budget constraints,0
OUT_008021,STU_03754,INT_00469,rejected,2025-09-23 02:50:42.719043,2025-09-26 02:50:42.719043,0,rejected,3.3,skills mismatch,0
OUT_008022,STU_02301,INT_00185,rejected,2025-09-23 02:44:55.388752,2025-10-09 02:44:55.388752,0,rejected,3.9,interview performance,0
OUT_008023,STU_04047,INT_00638,rejected,2025-09-23 02:45:57.659649,2025-09-27 02:45:57.659649,1,rejected,2.1,timing issues,0
OUT_008024,STU_02681,INT_00616,rejected,2025-09-23 02:48:06.128232,2025-10-21 02:48:06.128232,2,rejected,3.0,cultural fit,0
OUT_008025,STU_01365,INT_00984,rejected,2025-09-23 02:47:06.551340,2025-10-13 02:47:06.551340,0,rejected,2.2,interview performance,0
OUT_008026,STU_03443,INT_00244,rejected,2025-09-23 02:45:11.220409,2025-09-27 02:45:11.220409,1,rejected,3.3,skills mismatch,0
OUT_008027,STU_00993,INT_00222,rejected,2025-09-23 02:45:16.714095,2025-10-01 02:45:16.714095,2,rejected,2.7,insufficient experience,0
OUT_008028,STU_04540,INT_00678,rejected,2025-09-23 02:49:01.495253,2025-10-04 02:49:01.495253,1,rejected,2.4,academic performance,0
OUT_008029,STU_03629,INT_00215,rejected,2025-09-23 02:49:50.878925,2025-10-03 02:49:50.878925,0,rejected,2.5,cultural fit,0
OUT_008030,STU_04218,INT_00345,rejected,2025-09-23 02:49:38.355194,2025-09-30 02:49:38.355194,2,rejected,2.5,technical skills gap,0
OUT_008031,STU_03760,INT_00873,rejected,2025-09-23 02:50:38.004187,2025-10-08 02:50:38.004187,0,rejected,3.2,position filled,0
OUT_008032,STU_04698,INT_00317,rejected,2025-09-23 02:46:57.631592,2025-10-11 02:46:57.631592,2,rejected,3.4,skills mismatch,0
OUT_008033,STU_04015,INT_00281,rejected,2025-09-23 02:49:53.500649,2025-09-29 02:49:53.500649,2,rejected,3.6,academic performance,0
OUT_008034,STU_01826,INT_00714,rejected,2025-09-23 02:45:09.392675,2025-10-12 02:45:09.392675,1,rejected,3.8,academic performance,0
OUT_008035,STU_04762,INT_00696,rejected,2025-09-23 02:49:36.545462,2025-10-08 02:49:36.545462,0,rejected,2.3,academic performance,0
OUT_008036,STU_00975,INT_00824,rejected,2025-09-23 02:50:33.628509,2025-10-07 02:50:33.628509,1,rejected,3.0,cultural fit,0
OUT_008037,STU_03024,INT_00481,rejected,2025-09-23 02:47:10.959950,2025-10-01 02:47:10.959950,0,rejected,2.1,position filled,0
OUT_008038,STU_03655,INT_00138,rejected,2025-09-23 02:45:05.736485,2025-10-02 02:45:05.736485,0,rejected,3.2,position filled,0
OUT_008039,STU_00162,INT_00622,rejected,2025-09-23 02:45:52.743249,2025-10-01 02:45:52.743249,1,rejected,3.7,academic performance,0
OUT_008040,STU_01409,INT_00961,rejected,2025-09-23 02:49:38.942015,2025-10-08 02:49:38.942015,1,rejected,2.3,skills mismatch,0
OUT_008041,STU_02129,INT_00120,rejected,2025-09-23 02:50:05.906194,2025-10-15 02:50:05.906194,1,rejected,3.8,position filled,0
OUT_008042,STU_01176,INT_00887,rejected,2025-09-23 02:50:20.478545,2025-09-29 02:50:20.478545,2,rejected,2.3,interview performance,0
OUT_008043,STU_04320,INT_00436,rejected,2025-09-23 02:46:20.156346,2025-10-21 02:46:20.156346,1,rejected,3.7,insufficient experience,0
OUT_008044,STU_01694,INT_00059,rejected,2025-09-23 02:50:45.492660,2025-10-15 02:50:45.492660,1,rejected,2.0,timing issues,0
OUT_008045,STU_02971,INT_00802,rejected,2025-09-23 02:47:12.900126,2025-10-07 02:47:12.900126,0,rejected,2.3,position filled,0
OUT_008046,STU_03733,INT_00822,rejected,2025-09-23 02:46:17.318863,2025-10-14 02:46:17.318863,0,rejected,3.2,skills mismatch,0
OUT_008047,STU_01668,INT_00127,rejected,2025-09-23 02:47:47.631258,2025-10-16 02:47:47.631258,2,rejected,3.3,timing issues,0
OUT_008048,STU_02749,INT_00275,rejected,2025-09-23 02:46:56.845722,2025-09-26 02:46:56.845722,0,rejected,2.5,interview performance,0
OUT_008049,STU_03547,INT_00801,rejected,2025-09-23 02:44:59.594978,2025-10-04 02:44:59.594978,2,rejected,3.1,insufficient experience,0
OUT_008050,STU_00971,INT_00345,rejected,2025-09-23 02:46:13.231074,2025-09-27 02:46:13.231074,2,rejected,3.2,cultural fit,0
OUT_008051,STU_02538,INT_00401,rejected,2025-09-23 02:45:10.369544,2025-09-29 02:45:10.369544,1,rejected,4.0,budget constraints,0
OUT_008052,STU_04261,INT_00169,rejected,2025-09-23 02:49:47.353884,2025-10-17 02:49:47.353884,1,rejected,2.6,budget constraints,0
OUT_008053,STU_04519,INT_00633,rejected,2025-09-23 02:47:09.138525,2025-10-09 02:47:09.138525,0,rejected,2.1,cultural fit,0
OUT_008054,STU_04726,INT_00245,rejected,2025-09-23 02:48:34.075887,2025-10-13 02:48:34.075887,1,rejected,3.1,timing issues,0
OUT_008055,STU_00074,INT_00221,rejected,2025-09-23 02:50:14.143183,2025-09-28 02:50:14.143183,0,rejected,3.0,insufficient experience,0
OUT_008056,STU_02783,INT_00222,rejected,2025-09-23 02:48:39.844292,2025-10-21 02:48:39.844292,2,rejected,3.1,position filled,0
OUT_008057,STU_04371,INT_00586,rejected,2025-09-23 02:49:10.826751,2025-10-16 02:49:10.826751,1,rejected,3.3,budget constraints,0
OUT_008058,STU_01269,INT_00400,rejected,2025-09-23 02:46:58.044259,2025-10-03 02:46:58.044259,2,rejected,3.7,timing issues,0
OUT_008059,STU_03444,INT_00671,rejected,2025-09-23 02:45:12.798226,2025-10-06 02:45:12.798226,1,rejected,2.1,skills mismatch,0
OUT_008060,STU_00468,INT_00645,rejected,2025-09-23 02:50:45.991872,2025-10-12 02:50:45.991872,0,rejected,3.5,insufficient experience,0
OUT_008061,STU_01353,INT_00518,rejected,2025-09-23 02:45:46.835661,2025-10-19 02:45:46.835661,2,rejected,3.4,interview performance,0
OUT_008062,STU_03886,INT_00667,rejected,2025-09-23 02:50:19.758372,2025-10-21 02:50:19.758372,0,rejected,3.0,budget constraints,0
OUT_008063,STU_03338,INT_00152,rejected,2025-09-23 02:49:27.429933,2025-10-16 02:49:27.429933,0,rejected,2.8,cultural fit,0
OUT_008064,STU_03027,INT_00677,rejected,2025-09-23 02:48:44.931056,2025-10-08 02:48:44.931056,1,rejected,2.6,interview performance,0
OUT_008065,STU_04482,INT_00901,rejected,2025-09-23 02:49:32.405828,2025-10-05 02:49:32.405828,2,rejected,3.6,interview performance,0
OUT_008066,STU_02083,INT_01000,rejected,2025-09-23 02:44:53.104579,2025-10-15 02:44:53.104579,2,rejected,2.4,skills mismatch,0
OUT_008067,STU_04070,INT_00207,rejected,2025-09-23 02:45:44.018714,2025-09-30 02:45:44.018714,2,rejected,3.9,budget constraints,0
OUT_008068,STU_01174,INT_00533,rejected,2025-09-23 02:49:01.367540,2025-09-26 02:49:01.367540,0,rejected,3.8,timing issues,0
OUT_008069,STU_04837,INT_00786,rejected,2025-09-23 02:49:46.261819,2025-09-29 02:49:46.261819,2,rejected,3.1,budget constraints,0
OUT_008070,STU_04739,INT_00114,rejected,2025-09-23 02:49:13.823592,2025-10-17 02:49:13.823592,2,rejected,3.4,timing issues,0
OUT_008071,STU_03546,INT_00438,rejected,2025-09-23 02:47:53.994110,2025-10-22 02:47:53.994110,1,rejected,2.1,cultural fit,0
OUT_008072,STU_02452,INT_00456,rejected,2025-09-23 02:46:26.379540,2025-10-05 02:46:26.379540,0,rejected,3.3,position filled,0
OUT_008073,STU_02149,INT_00167,rejected,2025-09-23 02:50:16.920613,2025-09-27 02:50:16.920613,0,rejected,3.0,skills mismatch,0
OUT_008074,STU_00833,INT_00518,rejected,2025-09-23 02:47:34.093074,2025-09-29 02:47:34.093074,1,rejected,2.1,technical skills gap,0
OUT_008075,STU_00667,INT_00718,rejected,2025-09-23 02:45:36.534865,2025-10-17 02:45:36.534865,1,rejected,2.3,timing issues,0
OUT_008076,STU_04852,INT_00977,rejected,2025-09-23 02:49:04.295871,2025-09-28 02:49:04.295871,0,rejected,2.4,interview performance,0
OUT_008077,STU_02697,INT_00275,rejected,2025-09-23 02:46:35.000332,2025-10-18 02:46:35.000332,1,rejected,2.9,budget constraints,0
OUT_008078,STU_02104,INT_00598,rejected,2025-09-23 02:48:14.502022,2025-10-08 02:48:14.502022,1,rejected,3.0,position filled,0
OUT_008079,STU_03871,INT_00393,rejected,2025-09-23 02:46:37.357620,2025-10-19 02:46:37.357620,2,rejected,2.0,cultural fit,0
OUT_008080,STU_01825,INT_00857,rejected,2025-09-23 02:46:40.158523,2025-10-19 02:46:40.158523,1,rejected,3.1,interview performance,0
OUT_008081,STU_02049,INT_00109,rejected,2025-09-23 02:45:07.716342,2025-10-02 02:45:07.716342,2,rejected,3.2,academic performance,0
OUT_008082,STU_03579,INT_00775,rejected,2025-09-23 02:50:19.271832,2025-10-01 02:50:19.271832,2,rejected,3.2,interview performance,0
OUT_008083,STU_02628,INT_00193,rejected,2025-09-23 02:44:48.161506,2025-10-07 02:44:48.161506,2,rejected,4.0,position filled,0
OUT_008084,STU_02640,INT_00360,rejected,2025-09-23 02:45:56.834925,2025-09-30 02:45:56.834925,2,rejected,3.8,insufficient experience,0
OUT_008085,STU_02376,INT_00052,rejected,2025-09-23 02:49:55.990044,2025-10-09 02:49:55.990044,0,rejected,2.4,budget constraints,0
OUT_008086,STU_01826,INT_00681,rejected,2025-09-23 02:46:31.139974,2025-10-15 02:46:31.139974,2,rejected,2.2,skills mismatch,0
OUT_008087,STU_04272,INT_00081,rejected,2025-09-23 02:46:54.008234,2025-09-26 02:46:54.008234,1,rejected,2.2,position filled,0
OUT_008088,STU_04349,INT_00222,rejected,2025-09-23 02:49:56.011920,2025-10-12 02:49:56.011920,1,rejected,2.2,budget constraints,0
OUT_008089,STU_02588,INT_00391,rejected,2025-09-23 02:48:53.900299,2025-09-30 02:48:53.900299,0,rejected,2.6,interview performance,0
OUT_008090,STU_04526,INT_00094,rejected,2025-09-23 02:46:37.922673,2025-10-11 02:46:37.922673,1,rejected,2.5,cultural fit,0
OUT_008091,STU_02737,INT_00182,rejected,2025-09-23 02:45:03.237230,2025-09-26 02:45:03.237230,1,rejected,2.5,insufficient experience,0
OUT_008092,STU_02797,INT_00363,rejected,2025-09-23 02:47:37.057460,2025-10-10 02:47:37.057460,2,rejected,3.8,timing issues,0
OUT_008093,STU_01335,INT_00747,rejected,2025-09-23 02:45:05.400625,2025-10-03 02:45:05.400625,1,rejected,2.7,academic performance,0
OUT_008094,STU_02894,INT_00643,rejected,2025-09-23 02:48:41.891376,2025-09-30 02:48:41.891376,1,rejected,2.6,timing issues,0
OUT_008095,STU_01435,INT_00588,rejected,2025-09-23 02:45:25.487737,2025-10-19 02:45:25.487737,2,rejected,3.8,timing issues,0
OUT_008096,STU_03702,INT_00853,rejected,2025-09-23 02:45:36.760912,2025-10-11 02:45:36.760912,2,rejected,2.2,academic performance,0
OUT_008097,STU_01909,INT_00469,rejected,2025-09-23 02:45:26.963016,2025-09-30 02:45:26.963016,0,rejected,3.4,timing issues,0
OUT_008098,STU_02908,INT_00750,rejected,2025-09-23 02:49:39.850389,2025-10-09 02:49:39.850389,2,rejected,3.4,position filled,0
OUT_008099,STU_04451,INT_00980,rejected,2025-09-23 02:45:36.761101,2025-10-21 02:45:36.761101,2,rejected,2.7,budget constraints,0
OUT_008100,STU_00993,INT_00128,rejected,2025-09-23 02:50:25.700507,2025-10-15 02:50:25.700507,1,rejected,2.7,insufficient experience,0
OUT_008101,STU_02503,INT_00749,rejected,2025-09-23 02:50:25.272464,2025-10-07 02:50:25.272464,2,rejected,2.7,insufficient experience,0
OUT_008102,STU_04259,INT_00699,rejected,2025-09-23 02:45:41.003106,2025-10-19 02:45:41.003106,0,rejected,2.0,cultural fit,0
OUT_008103,STU_00318,INT_00939,rejected,2025-09-23 02:46:15.476649,2025-10-03 02:46:15.476649,1,rejected,3.4,insufficient experience,0
OUT_008104,STU_00293,INT_00755,rejected,2025-09-23 02:50:22.625548,2025-10-18 02:50:22.625548,1,rejected,3.1,cultural fit,0
OUT_008105,STU_00589,INT_00337,rejected,2025-09-23 02:45:44.490919,2025-10-19 02:45:44.490919,1,rejected,2.2,insufficient experience,0
OUT_008106,STU_01542,INT_00578,rejected,2025-09-23 02:44:47.890614,2025-10-11 02:44:47.890614,1,rejected,2.6,technical skills gap,0
OUT_008107,STU_03528,INT_00384,rejected,2025-09-23 02:50:04.240286,2025-09-27 02:50:04.240286,2,rejected,3.4,cultural fit,0
OUT_008108,STU_03262,INT_00871,rejected,2025-09-23 02:46:20.226540,2025-09-29 02:46:20.226540,0,rejected,2.3,position filled,0
OUT_008109,STU_00900,INT_00378,rejected,2025-09-23 02:47:24.814105,2025-10-10 02:47:24.814105,0,rejected,2.1,timing issues,0
OUT_008110,STU_01327,INT_00608,rejected,2025-09-23 02:46:19.286425,2025-10-21 02:46:19.286425,0,rejected,3.5,cultural fit,0
OUT_008111,STU_04270,INT_00481,rejected,2025-09-23 02:50:11.879271,2025-10-21 02:50:11.879271,2,rejected,3.5,budget constraints,0
OUT_008112,STU_04071,INT_00512,rejected,2025-09-23 02:45:32.535482,2025-10-07 02:45:32.535482,1,rejected,3.0,budget constraints,0
OUT_008113,STU_03621,INT_00037,rejected,2025-09-23 02:46:21.339450,2025-10-14 02:46:21.339450,1,rejected,3.7,academic performance,0
OUT_008114,STU_01207,INT_00592,rejected,2025-09-23 02:50:15.374145,2025-10-22 02:50:15.374145,0,rejected,3.2,interview performance,0
OUT_008115,STU_04051,INT_00652,rejected,2025-09-23 02:48:33.084377,2025-10-12 02:48:33.084377,2,rejected,3.6,academic performance,0
OUT_008116,STU_02114,INT_00518,rejected,2025-09-23 02:45:17.041820,2025-10-07 02:45:17.041820,0,rejected,2.3,position filled,0
OUT_008117,STU_04065,INT_00030,rejected,2025-09-23 02:48:17.040226,2025-10-13 02:48:17.040226,2,rejected,3.1,technical skills gap,0
OUT_008118,STU_02238,INT_00621,rejected,2025-09-23 02:50:09.816704,2025-10-04 02:50:09.816704,1,rejected,3.2,skills mismatch,0
OUT_008119,STU_03544,INT_00015,rejected,2025-09-23 02:46:13.179207,2025-10-14 02:46:13.179207,0,rejected,2.4,skills mismatch,0
OUT_008120,STU_04487,INT_00240,rejected,2025-09-23 02:48:11.880498,2025-10-21 02:48:11.880498,2,rejected,2.8,budget constraints,0
OUT_008121,STU_04734,INT_00620,rejected,2025-09-23 02:47:40.029389,2025-10-07 02:47:40.029389,2,rejected,3.1,academic performance,0
OUT_008122,STU_03417,INT_00607,rejected,2025-09-23 02:44:55.070741,2025-10-22 02:44:55.070741,0,rejected,2.9,timing issues,0
OUT_008123,STU_02287,INT_00924,rejected,2025-09-23 02:47:02.716152,2025-10-11 02:47:02.716152,0,rejected,3.9,technical skills gap,0
OUT_008124,STU_02747,INT_00762,rejected,2025-09-23 02:49:22.934408,2025-10-14 02:49:22.934408,2,rejected,2.6,insufficient experience,0
OUT_008125,STU_04515,INT_00722,rejected,2025-09-23 02:48:48.442081,2025-10-11 02:48:48.442081,2,rejected,2.2,insufficient experience,0
OUT_008126,STU_04312,INT_00777,rejected,2025-09-23 02:49:44.663936,2025-10-18 02:49:44.663936,2,rejected,2.7,insufficient experience,0
OUT_008127,STU_04797,INT_00091,rejected,2025-09-23 02:45:02.014149,2025-10-16 02:45:02.014149,2,rejected,2.5,insufficient experience,0
OUT_008128,STU_00309,INT_00341,rejected,2025-09-23 02:44:51.398508,2025-10-15 02:44:51.398508,0,rejected,3.8,timing issues,0
OUT_008129,STU_00553,INT_00064,rejected,2025-09-23 02:47:33.304796,2025-10-06 02:47:33.304796,0,rejected,3.9,position filled,0
OUT_008130,STU_00874,INT_00491,rejected,2025-09-23 02:48:27.242547,2025-09-28 02:48:27.242547,0,rejected,2.2,position filled,0
OUT_008131,STU_00263,INT_00511,rejected,2025-09-23 02:49:51.169602,2025-09-28 02:49:51.169602,2,rejected,2.7,timing issues,0
OUT_008132,STU_00678,INT_00207,rejected,2025-09-23 02:50:35.310900,2025-10-14 02:50:35.310900,1,rejected,2.5,position filled,0
OUT_008133,STU_00963,INT_00145,rejected,2025-09-23 02:44:58.990351,2025-10-19 02:44:58.990351,0,rejected,2.2,budget constraints,0
OUT_008134,STU_04604,INT_00540,rejected,2025-09-23 02:46:21.834704,2025-10-02 02:46:21.834704,0,rejected,3.6,position filled,0
OUT_008135,STU_03217,INT_00324,rejected,2025-09-23 02:49:55.372308,2025-10-07 02:49:55.372308,2,rejected,3.0,academic performance,0
OUT_008136,STU_02859,INT_00185,rejected,2025-09-23 02:49:29.961445,2025-09-29 02:49:29.961445,0,rejected,2.0,budget constraints,0
OUT_008137,STU_03221,INT_00447,rejected,2025-09-23 02:44:51.791841,2025-10-17 02:44:51.791841,1,rejected,3.8,interview performance,0
OUT_008138,STU_01803,INT_00982,rejected,2025-09-23 02:46:53.547360,2025-10-19 02:46:53.547360,0,rejected,2.0,cultural fit,0
OUT_008139,STU_01732,INT_00626,rejected,2025-09-23 02:44:47.747394,2025-10-22 02:44:47.747394,1,rejected,3.8,technical skills gap,0
OUT_008140,STU_03644,INT_00702,rejected,2025-09-23 02:44:51.355513,2025-10-09 02:44:51.355513,2,rejected,3.4,budget constraints,0
OUT_008141,STU_03200,INT_00991,rejected,2025-09-23 02:47:05.645904,2025-10-14 02:47:05.645904,2,rejected,3.8,timing issues,0
OUT_008142,STU_03559,INT_00683,rejected,2025-09-23 02:45:10.574444,2025-10-02 02:45:10.574444,0,rejected,3.3,interview performance,0
OUT_008143,STU_04485,INT_00133,rejected,2025-09-23 02:49:53.723035,2025-10-21 02:49:53.723035,1,rejected,2.8,technical skills gap,0
OUT_008144,STU_01223,INT_00768,rejected,2025-09-23 02:45:40.619327,2025-10-04 02:45:40.619327,1,rejected,2.3,academic performance,0
OUT_008145,STU_01400,INT_00490,rejected,2025-09-23 02:47:13.303615,2025-10-18 02:47:13.303615,0,rejected,2.0,interview performance,0
OUT_008146,STU_00558,INT_00083,rejected,2025-09-23 02:47:24.545621,2025-10-02 02:47:24.545621,1,rejected,3.1,skills mismatch,0
OUT_008147,STU_04280,INT_00083,rejected,2025-09-23 02:47:58.479352,2025-09-30 02:47:58.479352,0,rejected,3.5,budget constraints,0
OUT_008148,STU_04761,INT_00394,rejected,2025-09-23 02:47:49.971661,2025-10-07 02:47:49.971661,0,rejected,2.7,timing issues,0
OUT_008149,STU_02067,INT_00828,rejected,2025-09-23 02:49:07.026056,2025-10-07 02:49:07.026056,0,rejected,3.9,budget constraints,0
OUT_008150,STU_00194,INT_00697,rejected,2025-09-23 02:46:13.110714,2025-09-28 02:46:13.110714,2,rejected,3.1,cultural fit,0
OUT_008151,STU_01456,INT_00064,rejected,2025-09-23 02:47:20.798773,2025-10-06 02:47:20.798773,1,rejected,2.8,academic performance,0
OUT_008152,STU_00792,INT_00837,rejected,2025-09-23 02:45:59.745210,2025-10-07 02:45:59.745210,2,rejected,3.4,interview performance,0
OUT_008153,STU_03408,INT_00341,rejected,2025-09-23 02:47:54.814334,2025-10-06 02:47:54.814334,0,rejected,3.4,cultural fit,0
OUT_008154,STU_02938,INT_00533,rejected,2025-09-23 02:45:29.733115,2025-10-06 02:45:29.733115,1,rejected,2.2,position filled,0
OUT_008155,STU_01282,INT_00775,rejected,2025-09-23 02:49:17.519106,2025-09-26 02:49:17.519106,1,rejected,3.7,timing issues,0
OUT_008156,STU_00924,INT_00288,rejected,2025-09-23 02:48:44.359694,2025-10-21 02:48:44.359694,2,rejected,3.6,budget constraints,0
OUT_008157,STU_00075,INT_00864,rejected,2025-09-23 02:48:50.733821,2025-09-27 02:48:50.733821,0,rejected,2.8,position filled,0
OUT_008158,STU_00114,INT_00935,rejected,2025-09-23 02:47:02.335109,2025-10-10 02:47:02.335109,0,rejected,4.0,timing issues,0
OUT_008159,STU_02344,INT_00149,rejected,2025-09-23 02:47:39.817701,2025-10-02 02:47:39.817701,1,rejected,3.0,cultural fit,0
OUT_008160,STU_00763,INT_00755,rejected,2025-09-23 02:50:40.030405,2025-10-10 02:50:40.030405,2,rejected,3.7,skills mismatch,0
OUT_008161,STU_04609,INT_00972,rejected,2025-09-23 02:45:03.894798,2025-10-20 02:45:03.894798,2,rejected,2.5,insufficient experience,0
OUT_008162,STU_04933,INT_00457,rejected,2025-09-23 02:49:11.622329,2025-10-02 02:49:11.622329,2,rejected,2.8,insufficient experience,0
OUT_008163,STU_04051,INT_00333,rejected,2025-09-23 02:48:07.472519,2025-10-02 02:48:07.472519,1,rejected,3.2,academic performance,0
OUT_008164,STU_02970,INT_00319,rejected,2025-09-23 02:47:33.690899,2025-10-08 02:47:33.690899,1,rejected,3.7,interview performance,0
OUT_008165,STU_00920,INT_00806,rejected,2025-09-23 02:48:20.208532,2025-10-06 02:48:20.208532,2,rejected,3.2,interview performance,0
OUT_008166,STU_02106,INT_00561,rejected,2025-09-23 02:49:53.016199,2025-10-17 02:49:53.016199,1,rejected,2.4,academic performance,0
OUT_008167,STU_00086,INT_00612,rejected,2025-09-23 02:48:05.048001,2025-10-11 02:48:05.048001,1,rejected,3.7,position filled,0
OUT_008168,STU_04102,INT_00617,rejected,2025-09-23 02:47:49.371003,2025-10-05 02:47:49.371003,0,rejected,3.5,cultural fit,0
OUT_008169,STU_03278,INT_00756,rejected,2025-09-23 02:44:57.042290,2025-10-22 02:44:57.042290,1,rejected,2.8,interview performance,0
OUT_008170,STU_02990,INT_00283,rejected,2025-09-23 02:46:07.990259,2025-10-08 02:46:07.990259,1,rejected,2.3,interview performance,0
OUT_008171,STU_03752,INT_00806,rejected,2025-09-23 02:48:18.249072,2025-10-10 02:48:18.249072,1,rejected,3.6,position filled,0
OUT_008172,STU_01197,INT_00703,rejected,2025-09-23 02:50:07.617968,2025-10-03 02:50:07.617968,2,rejected,3.5,timing issues,0
OUT_008173,STU_02031,INT_00217,rejected,2025-09-23 02:47:04.315008,2025-10-02 02:47:04.315008,2,rejected,3.9,technical skills gap,0
OUT_008174,STU_02822,INT_00464,rejected,2025-09-23 02:50:21.641013,2025-10-10 02:50:21.641013,0,rejected,3.3,skills mismatch,0
OUT_008175,STU_04550,INT_00850,rejected,2025-09-23 02:50:25.074919,2025-09-26 02:50:25.074919,2,rejected,2.7,insufficient experience,0
OUT_008176,STU_00181,INT_00521,rejected,2025-09-23 02:45:09.222127,2025-10-18 02:45:09.222127,0,rejected,3.3,timing issues,0
OUT_008177,STU_01368,INT_00471,rejected,2025-09-23 02:50:40.298296,2025-10-21 02:50:40.298296,1,rejected,2.3,academic performance,0
OUT_008178,STU_02475,INT_00607,rejected,2025-09-23 02:47:08.647300,2025-10-02 02:47:08.647300,1,rejected,3.3,technical skills gap,0
OUT_008179,STU_00643,INT_00046,rejected,2025-09-23 02:49:26.168543,2025-10-04 02:49:26.168543,1,rejected,2.7,cultural fit,0
OUT_008180,STU_04407,INT_00554,rejected,2025-09-23 02:48:26.395960,2025-09-28 02:48:26.395960,0,rejected,3.2,cultural fit,0
OUT_008181,STU_00917,INT_00902,rejected,2025-09-23 02:46:43.681101,2025-10-11 02:46:43.681101,0,rejected,3.8,position filled,0
OUT_008182,STU_03669,INT_00858,rejected,2025-09-23 02:46:21.128275,2025-10-18 02:46:21.128275,2,rejected,2.1,cultural fit,0
OUT_008183,STU_03884,INT_00488,rejected,2025-09-23 02:46:18.715929,2025-10-07 02:46:18.715929,2,rejected,2.7,position filled,0
OUT_008184,STU_00415,INT_00733,rejected,2025-09-23 02:48:12.345062,2025-10-10 02:48:12.345062,2,rejected,2.5,skills mismatch,0
